,label,message,clean,warning,hate_ratio,classOG
18276,1,I'm a boss ass bitch bitch bitch bitch bitch,,WARNING: This message may contain some hate speech about a human female.,0.0,1
18275,1,Lol me and just sit there and make fun of him. I can't stand that fag,,WARNING: This message may contain some hate speech about a homosexual.,0.3333333333333333,1
18274,1,Roberts is a fuckin fag smack the shit outta him,,WARNING: This message may contain some hate speech about a homosexual.,0.6666666666666666,0
18273,0,bitch music,,This message is clean of hate speech.,0.0,1
18272,0,fuck you bitch.,,This message is clean of hate speech.,0.3333333333333333,1
18271,2,faggot,"""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
18270,0,stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,,This message is clean of hate speech.,0.6666666666666666,0
18269,0,bitch you're the ugly one that's why everyone leaves you AHAHAHAA,,This message is clean of hate speech.,0.0,1
18268,1,stfu dyke looking hoe.,,WARNING: This message may contain some hate speech about a lesbian and a woman.,1.0,0
18267,0,at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,,This message is clean of hate speech.,0.6666666666666666,0
18266,0,you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,,This message is clean of hate speech.,0.0,1
18265,0,bitch I ain't arguing with you .. Fuk on! You said some slick shit n I addressed it .. #Simple,,This message is clean of hate speech.,0.0,1
18264,1,I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho,,WARNING: This message may contain some hate speech about a woman.,0.3333333333333333,1
18263,0,bitch you mentioned me first tf wrong wit yo psychotic ass.,,This message is clean of hate speech.,0.0,1
18262,1,He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,,WARNING: This message may contain some hate speech about a caucasian.,0.6666666666666666,0
18261,0,someone on Facebook made a status defending him so I dropped a bomb full of knowledge on that bitch and unfriended,,This message is clean of hate speech.,0.0,1
18260,2,lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either,"lol tell Liv none of her usual ""southern laborer-class whites"" ""rural person"" places an none of ur black gangsta places either.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
18259,2,ew you look like a cheap tranny hooker,"ew you look like a cheap ""pejorative term which is shortened from either transgendered"" hooker.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
18258,0,some scandalous hoes then!!! Lmao,,This message is clean of hate speech.,0.0,1
18257,1,hopes dis ain't cause he colored cause I knows he be actin all nigga like,,WARNING: This message may contain some hate speech about a black person.,0.6666666666666666,0
18256,2,gimme one with his mouth closed I can't draw teeth without making them look retarded oMF,"gimme one with his mouth closed I can't draw teeth without making them look ""disabled person"" oMF.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
18255,0,fuck yo bitch ass,,This message is clean of hate speech.,0.0,1
18254,3,fucking gay faggot look at that gay ass pink shirt haha,,This message has been blocked due to hate speech about a homosexual and someone who acts like a homosexual.,0.6666666666666666,0
18253,1,better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,,WARNING: This message may contain some hate speech about a black person and a person from the philippines.,0.6666666666666666,0
18252,1,don't hoe me,,WARNING: This message may contain some hate speech about a woman.,0.0,1
18251,0,I give up on the Tankees I mean Yankees. Maybe next year!!,,This message is clean of hate speech.,0.0,2
18250,1,Ha Ha Ha no good fat dyke,,WARNING: This message may contain some hate speech about a lesbian.,0.6666666666666666,0
18249,0,"Kris, griff is too ghetto to know anything about sperrys or vans",,This message is clean of hate speech.,0.3333333333333333,2
18248,0,talkin' bout bitches gettin' butthurt am i right?!,,This message is clean of hate speech.,0.3333333333333333,1
18247,1,"fight . Expose hoes , do some super gay shit , anything negative , since that's how society works.",,WARNING: This message may contain some hate speech about a woman and someone who acts like a homosexual.,0.0,1
18246,2,call him a cock blocking faggot,"call him a cock blocking ""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
18245,0,that's fucking bitches for ya! Using that pus to hook u,,This message is clean of hate speech.,0.0,1
18244,0,try me pussy,,This message is clean of hate speech.,0.0,1
18243,0,atleast i dont have dick breath you twat licker,,This message is clean of hate speech.,0.3333333333333333,1
18242,0,atleast i wipe my ass trashy bitch,,This message is clean of hate speech.,0.0,1
18241,0,bitch if im talker than you then youre short so stfu,,This message is clean of hate speech.,0.0,1
18240,1,bitch im 5'7 1/2 smd hoe,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
18239,0,comeover here then bitch,,This message is clean of hate speech.,0.0,1
18238,0,r u that ugly that ur avi is a bitch,,This message is clean of hate speech.,0.0,1
18237,0,bitch,,This message is clean of hate speech.,0.0,1
18236,0,lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup,,This message is clean of hate speech.,0.0,1
18235,0,so many hoes ,,This message is clean of hate speech.,0.0,1
18234,1,text me fag,,WARNING: This message may contain some hate speech about a homosexual.,0.16666666666666666,1
18233,1,fag,,WARNING: This message may contain some hate speech about a homosexual.,0.3333333333333333,1
18232,0,"""wait n as in nick or m as in mick?"" ",,This message is clean of hate speech.,0.0,2
18231,1,"No the fuck u can't dumb bitch, matter of fact go get nigga hoe cuz u not going be shit.",,"WARNING: This message may contain some hate speech about a black person, a woman and a human female.",0.3333333333333333,1
18230,0,stfu prude ass basic ass bitch,,This message is clean of hate speech.,0.0,1
18229,1,the slopes aren't for us bro Hahaha,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
18228,0,you've been talking trash since we were 3 and 5.,,This message is clean of hate speech.,0.0,2
18227,2,faggot,"""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
18226,4,"quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy",,This message has been blocked due to hate speech about a disrespectful and a homosexual.,0.6666666666666666,0
18225,2,dont be a hurt little faggot,"dont be a hurt little ""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
18224,5,"Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""",,This message has been blocked due to hate speech about a black person and a black person perceived as behaving in a subservient manner to white authority figures.,0.6666666666666666,0
18223,0,Sick bitch nutjob,,This message is clean of hate speech.,0.0,1
18222,0,"Strong with the Force, leprechauns are.",,This message is clean of hate speech.,0.0,2
18221,0,"haha, I've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously.",,This message is clean of hate speech.,0.3333333333333333,1
18220,0,and I are on our way to fuck your bitch,,This message is clean of hate speech.,0.0,1
18219,1,fag that's some gay ass shit,,WARNING: This message may contain some hate speech about a homosexual and someone who acts like a homosexual.,0.0,1
18218,0,on my way to fuck your bitch,,This message is clean of hate speech.,0.0,1
18217,0,sucks to suck bitch.,,This message is clean of hate speech.,0.0,1
18216,2,"Nah, they would probably call you out for being the obsessed faggot you are also. Nice try though.","Nah, they would probably call you out for being the obsessed ""homosexual"" you are also. Nice try though..",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
18215,0,because she a typical ghetto girll.,,This message is clean of hate speech.,0.0,1
18214,0,DP  Double Penetration aka a dick in the ass and a dick in the pussy at the same damn time.,,This message is clean of hate speech.,0.0,1
18213,0,bitch I called yu back,,This message is clean of hate speech.,0.0,1
18212,0,bitch you need to bring your ass to fucking practice.,,This message is clean of hate speech.,0.0,1
18211,0,text me bitch,,This message is clean of hate speech.,0.0,1
